Transaction Code,Customer Id,Age,Job,Marital,Education,Default,Account Balance,Housing,Loan,Contact,Day,Month,Date,Call Duration,Campaign Id,Campaign,Time Between Campaigns,# of Calls,Campaign Success,Purchased Product
1-2734-1049X,2734,54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,1/30/2015,81,1,Life Insurance,-1,0,unknown,no
1-2735-1050X,2735,52,services,married,secondary,no,2072,no,no,cellular,10,jul,7/10/2015,224,1,Life Insurance,-1,0,unknown,no
1-2738-1051X,2738,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,11/19/2015,50,1,Life Insurance,-1,0,unknown,no
1-2741-1052X,2741,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,1/28/2015,214,1,Life Insurance,-1,0,unknown,no
1-2745-1053X,2745,57,unemployed,married,primary,no,0,no,no,unknown,9,jun,6/9/2015,540,1,Life Insurance,-1,0,unknown,no
1-2750-1054X,2750,39,technician,married,secondary,no,994,no,no,cellular,5,feb,2/5/2015,221,1,Life Insurance,241,1,failure,no
1-2751-1055X,2751,36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,10/30/2015,246,1,Life Insurance,-1,0,unknown,no
1-2753-1056X,2753,23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,6/3/2015,281,1,Life Insurance,-1,0,unknown,no
1-2754-1057X,2754,34,management,married,tertiary,no,133,yes,no,unknown,8,may,5/8/2015,65,1,Life Insurance,-1,0,unknown,no
1-2756-1058X,2756,49,services,married,secondary,no,1114,no,no,cellular,17,nov,11/17/2015,283,1,Life Insurance,-1,0,unknown,no
1-2760-1059X,2760,34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,5/6/2015,182,1,Life Insurance,90,8,failure,no
1-2762-1060X,2762,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,5/8/2015,477,1,Life Insurance,-1,0,unknown,no
1-2763-1061X,2763,42,management,married,tertiary,no,520,no,no,cellular,4,nov,11/4/2015,158,1,Life Insurance,-1,0,unknown,no
1-2765-1062X,2765,42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,5/13/2015,149,1,Life Insurance,364,2,failure,no
1-2769-1063X,2769,54,services,married,secondary,no,88,yes,no,unknown,13,may,5/13/2015,190,1,Life Insurance,-1,0,unknown,no
1-2774-1064X,2774,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,10/29/2015,171,1,Life Insurance,-1,0,unknown,yes
1-2775-1065X,2775,37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,6/6/2015,143,1,Life Insurance,-1,0,unknown,no
1-2776-1066X,2776,37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,6/6/2015,968,1,Life Insurance,-1,0,unknown,no
1-2777-1067X,2777,37,management,married,primary,no,22856,no,no,cellular,2,jul,7/2/2015,154,1,Life Insurance,388,1,failure,no
1-2778-1068X,2778,25,services,single,secondary,no,-352,no,no,cellular,15,jul,7/15/2015,246,1,Life Insurance,-1,0,unknown,no
1-2779-1069X,2779,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,5/13/2015,201,1,Life Insurance,-1,0,unknown,no
1-2781-1070X,2781,19,student,single,secondary,no,302,no,no,cellular,16,jul,7/16/2015,205,1,Life Insurance,-1,0,unknown,yes
1-2787-1071X,2787,28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,5/28/2015,615,1,Life Insurance,-1,0,unknown,no
1-2789-1072X,2789,35,services,married,secondary,no,0,no,yes,telephone,9,jul,7/9/2015,42,1,Life Insurance,-1,0,unknown,no
1-2790-1073X,2790,33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,7/8/2015,217,1,Life Insurance,-1,0,unknown,no
1-2791-1074X,2791,37,technician,single,secondary,no,435,yes,no,unknown,26,may,5/26/2015,210,1,Life Insurance,-1,0,unknown,no
1-2793-1075X,2793,32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,6/3/2015,200,1,Life Insurance,-1,0,unknown,no
1-2795-1076X,2795,44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,6/5/2015,41,1,Life Insurance,-1,0,unknown,no
1-2800-1077X,2800,43,management,married,tertiary,no,2886,no,no,cellular,20,nov,11/20/2015,230,1,Life Insurance,-1,0,unknown,no
1-2802-1078X,2802,32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,8/11/2015,67,1,Life Insurance,-1,0,unknown,no
1-2803-1079X,2803,34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,6/2/2015,26,1,Life Insurance,-1,0,unknown,no
1-2808-1080X,2808,60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,5/26/2015,149,1,Life Insurance,-1,0,unknown,no
1-2811-1081X,2811,29,technician,single,secondary,no,103,no,no,unknown,19,may,5/19/2015,314,1,Life Insurance,-1,0,unknown,no
1-2812-1082X,2812,44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,5/7/2015,378,1,Life Insurance,-1,0,unknown,no
1-2816-1083X,2816,37,technician,single,secondary,no,267,no,no,cellular,13,may,5/13/2015,121,1,Life Insurance,-1,0,unknown,no
1-2818-1084X,2818,30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,5/8/2015,287,1,Life Insurance,-1,0,unknown,no
1-2822-1086X,2822,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,10/17/2015,270,1,Life Insurance,-1,0,unknown,yes
1-2823-1087X,2823,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,5/18/2015,442,1,Life Insurance,-1,0,unknown,yes
1-2834-1088X,2834,38,retired,single,unknown,no,62,no,no,unknown,19,jun,6/19/2015,212,1,Life Insurance,-1,0,unknown,no
1-2841-1089X,2841,55,services,married,secondary,no,557,no,no,unknown,19,jun,6/19/2015,58,1,Life Insurance,-1,0,unknown,no
1-2842-1090X,2842,32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,8/11/2015,238,1,Life Insurance,-1,0,unknown,no
1-2847-1091X,2847,47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,5/14/2015,143,1,Life Insurance,370,2,failure,no
1-2848-1092X,2848,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,11/25/2015,232,1,Life Insurance,96,4,success,yes
1-2852-1093X,2852,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,5/22/2015,796,1,Life Insurance,109,1,failure,yes
1-2855-1094X,2855,31,technician,single,secondary,no,35,no,yes,cellular,16,jul,7/16/2015,229,1,Life Insurance,-1,0,unknown,no
1-2857-1095X,2857,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,5/25/2015,265,1,Life Insurance,-1,0,unknown,no
1-2858-1096X,2858,25,services,single,secondary,no,368,no,no,telephone,25,jul,7/25/2015,168,1,Life Insurance,-1,0,unknown,no
1-2859-1097X,2859,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,4/17/2015,97,1,Life Insurance,-1,0,unknown,no
1-2860-1098X,2860,23,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,5/15/2015,169,1,Life Insurance,346,1,failure,no
1-2864-1099X,2864,31,management,single,tertiary,no,385,yes,no,unknown,21,may,5/21/2015,304,1,Life Insurance,-1,0,unknown,no
1-2879-1100X,2879,51,services,divorced,secondary,no,12,yes,no,cellular,17,nov,11/17/2015,150,1,Life Insurance,-1,0,unknown,no
1-2880-1101X,2880,61,housemaid,married,primary,no,848,no,no,cellular,27,apr,4/27/2015,605,1,Life Insurance,187,1,other,no
1-2881-1102X,2881,43,management,married,secondary,no,481,yes,no,telephone,18,nov,11/18/2015,164,1,Life Insurance,110,2,other,no
1-2882-1103X,2882,42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,11/19/2015,36,1,Life Insurance,-1,0,unknown,no
1-2885-1104X,2885,23,admin.,single,secondary,no,5,no,no,unknown,12,may,5/12/2015,413,1,Life Insurance,-1,0,unknown,no
1-2886-1105X,2886,26,services,single,secondary,no,50,yes,no,cellular,12,aug,8/12/2015,153,1,Life Insurance,-1,0,unknown,no
1-2893-1106X,2893,28,services,single,secondary,no,2685,no,yes,unknown,24,aug,8/24/2015,5,1,Life Insurance,-1,0,unknown,no
1-2896-1107X,2896,33,admin.,married,secondary,no,220,yes,no,unknown,27,may,5/27/2015,345,1,Life Insurance,-1,0,unknown,no
1-2898-1108X,2898,40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,7/7/2015,112,1,Life Insurance,-1,0,unknown,no
1-2901-1109X,2901,32,management,single,tertiary,no,697,no,no,cellular,7,aug,8/7/2015,119,1,Life Insurance,99,3,failure,no
1-2902-1110X,2902,37,services,single,tertiary,no,223,yes,no,unknown,28,may,5/28/2015,25,1,Life Insurance,-1,0,unknown,no
1-2903-1111X,2903,32,student,married,secondary,no,1694,yes,no,cellular,28,jan,1/28/2015,929,1,Life Insurance,-1,0,unknown,no
1-2904-1112X,2904,53,management,married,tertiary,no,4446,yes,no,unknown,14,may,5/14/2015,429,1,Life Insurance,-1,0,unknown,no
1-2905-1113X,2905,39,management,married,tertiary,no,894,yes,no,cellular,20,apr,4/20/2015,491,1,Life Insurance,326,1,other,no
1-2906-1114X,2906,31,technician,divorced,secondary,no,202,yes,no,cellular,18,jul,7/18/2015,146,1,Life Insurance,-1,0,unknown,no
1-2912-1115X,2912,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,10/30/2015,154,1,Life Insurance,-1,0,unknown,yes
1-2916-1116X,2916,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,1/29/2015,144,1,Life Insurance,102,1,other,yes
1-2918-1117X,2918,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,2/4/2015,261,1,Life Insurance,184,6,success,yes
1-2919-1118X,2919,29,admin.,single,tertiary,no,14,no,no,cellular,29,sep,9/29/2015,87,1,Life Insurance,120,1,failure,no
1-2922-1119X,2922,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,6/2/2015,145,1,Life Insurance,-1,0,unknown,no
1-2924-1120X,2924,39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,4/17/2015,146,1,Life Insurance,281,1,failure,no
1-2925-1121X,2925,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,5/6/2015,451,1,Life Insurance,169,2,failure,yes
1-2931-1122X,2931,58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,6/17/2015,116,1,Life Insurance,-1,0,unknown,no
1-2933-1123X,2933,28,management,single,tertiary,no,1351,no,no,cellular,10,dec,12/10/2015,267,1,Life Insurance,-1,0,unknown,no
1-2935-1124X,2935,41,services,married,unknown,no,88,yes,no,cellular,11,may,5/11/2015,105,1,Life Insurance,336,2,failure,no
1-2937-1125X,2937,50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,1/30/2015,113,1,Life Insurance,-1,0,unknown,no
1-2940-1126X,2940,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,5/16/2015,145,1,Life Insurance,-1,0,unknown,no
1-2945-1127X,2945,45,management,married,tertiary,no,242,no,no,cellular,30,apr,4/30/2015,587,1,Life Insurance,-1,0,unknown,yes
1-2946-1128X,2946,27,student,single,tertiary,no,118,no,no,cellular,25,may,5/25/2015,112,1,Life Insurance,-1,0,unknown,no
1-2948-1129X,2948,40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,6/17/2015,279,1,Life Insurance,-1,0,unknown,no
1-2949-1130X,2949,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,11/16/2015,270,1,Life Insurance,-1,0,unknown,yes
1-2953-1131X,2953,37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,5/28/2015,138,1,Life Insurance,-1,0,unknown,no
1-2954-1132X,2954,22,student,single,tertiary,no,691,no,no,cellular,19,aug,8/19/2015,338,1,Life Insurance,-1,0,unknown,yes
1-2959-1133X,2959,31,services,married,tertiary,no,309,yes,yes,unknown,7,may,5/7/2015,294,1,Life Insurance,-1,0,unknown,no
1-2960-1134X,2960,47,services,single,secondary,no,33,yes,no,cellular,5,may,5/5/2015,298,1,Life Insurance,-1,0,unknown,no
1-2963-1135X,2963,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,9/9/2015,397,1,Life Insurance,-1,0,unknown,yes
1-2964-1136X,2964,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,9/9/2015,344,1,Life Insurance,295,1,failure,yes
1-2968-1137X,2968,46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,6/19/2015,110,1,Life Insurance,-1,0,unknown,no
1-2969-1138X,2969,46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,8/10/2015,1529,1,Life Insurance,397,1,failure,no
1-2970-1139X,2970,47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,8/12/2015,236,1,Life Insurance,104,1,success,no
1-2972-1140X,2972,37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,4/17/2015,390,1,Life Insurance,316,1,failure,no
1-2973-1141X,2973,56,admin.,married,secondary,no,45,no,no,unknown,5,may,5/5/2015,1467,1,Life Insurance,-1,0,unknown,yes
1-2975-1142X,2975,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,7/10/2015,183,1,Life Insurance,-1,0,unknown,no
1-2977-1143X,2977,28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,5/23/2015,66,1,Life Insurance,-1,0,unknown,no
1-2981-1144X,2981,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,6/19/2015,1007,1,Life Insurance,-1,0,unknown,yes
1-2983-1145X,2983,38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,5/8/2015,665,1,Life Insurance,-1,0,unknown,no
1-2985-1146X,2985,41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,7/23/2015,105,1,Life Insurance,-1,0,unknown,no
1-2986-1147X,2986,34,technician,single,secondary,no,16,no,no,cellular,13,aug,8/13/2015,990,1,Life Insurance,-1,0,unknown,yes
1-2987-1148X,2987,34,management,single,tertiary,no,1,no,no,cellular,19,nov,11/19/2015,582,1,Life Insurance,-1,0,unknown,no
1-2988-1149X,2988,35,services,married,secondary,no,128,yes,no,cellular,12,may,5/12/2015,136,1,Life Insurance,-1,0,unknown,no
1-2989-1150X,2989,38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,8/10/2015,223,1,Life Insurance,414,4,failure,yes
1-2991-1151X,2991,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,5/14/2015,214,1,Life Insurance,349,1,failure,no
1-2994-1152X,2994,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,5/13/2015,50,1,Life Insurance,-1,0,unknown,no
1-2996-1153X,2996,43,technician,single,secondary,no,593,yes,no,unknown,5,may,5/5/2015,55,1,Life Insurance,-1,0,unknown,no
1-2998-1154X,2998,31,technician,married,secondary,no,589,yes,yes,unknown,21,may,5/21/2015,151,1,Life Insurance,-1,0,unknown,no
1-2999-1155X,2999,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,7/18/2015,226,1,Life Insurance,-1,0,unknown,no
1-3001-1156X,3001,45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,7/22/2015,92,1,Life Insurance,-1,0,unknown,no
1-3002-1157X,3002,43,management,married,secondary,no,-26,yes,no,unknown,16,may,5/16/2015,343,1,Life Insurance,-1,0,unknown,no
1-3006-1158X,3006,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,12/22/2015,190,1,Life Insurance,188,9,success,yes
1-3008-1159X,3008,44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,4/20/2015,222,1,Life Insurance,154,1,failure,no
1-3009-1160X,3009,48,management,married,unknown,no,0,yes,no,cellular,8,may,5/8/2015,612,1,Life Insurance,344,1,other,no
1-3010-1161X,3010,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,4/17/2015,137,1,Life Insurance,-1,0,unknown,no
1-3016-1163X,3016,35,management,married,tertiary,no,0,no,no,cellular,11,jul,7/11/2015,89,1,Life Insurance,-1,0,unknown,no
1-3017-1164X,3017,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,6/2/2015,158,1,Life Insurance,-1,0,unknown,no
1-3020-1165X,3020,37,technician,divorced,secondary,no,2610,yes,no,cellular,13,may,5/13/2015,53,1,Life Insurance,-1,0,unknown,no
1-3024-1166X,3024,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,10/14/2015,183,1,Life Insurance,91,11,failure,no
1-3026-1167X,3026,38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,1/29/2015,208,1,Life Insurance,247,2,failure,no
1-3028-1168X,3028,40,management,married,tertiary,no,0,no,no,cellular,10,nov,11/10/2015,147,1,Life Insurance,96,8,success,yes
1-3029-1169X,3029,34,admin.,married,secondary,no,79,yes,no,unknown,23,may,5/23/2015,83,1,Life Insurance,-1,0,unknown,no
1-3033-1170X,3033,32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,6/2/2015,180,1,Life Insurance,-1,0,unknown,no
1-3035-1171X,3035,29,services,married,primary,no,-102,no,no,unknown,4,jul,7/4/2015,134,1,Life Insurance,-1,0,unknown,no
1-3038-1172X,3038,52,technician,married,secondary,no,11,yes,no,unknown,13,may,5/13/2015,420,1,Life Insurance,-1,0,unknown,no
1-3040-1173X,3040,63,retired,married,primary,no,8044,no,no,cellular,12,nov,11/12/2015,702,1,Life Insurance,-1,0,unknown,no
1-3041-1174X,3041,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,11/9/2015,161,1,Life Insurance,209,2,failure,yes
1-3042-1175X,3042,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,5/18/2015,110,1,Life Insurance,315,2,failure,no
1-3045-1176X,3045,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,11/20/2015,68,1,Life Insurance,-1,0,unknown,no
1-3047-1177X,3047,43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,5/15/2015,45,1,Life Insurance,-1,0,unknown,no
1-3048-1178X,3048,35,management,single,secondary,no,81,yes,no,cellular,29,jan,1/29/2015,79,1,Life Insurance,-1,0,unknown,no
1-3050-1179X,3050,25,student,single,tertiary,no,1433,yes,no,cellular,15,may,5/15/2015,520,1,Life Insurance,-1,0,unknown,no
1-3051-1180X,3051,31,technician,single,unknown,no,187,no,no,cellular,17,jul,7/17/2015,86,1,Life Insurance,-1,0,unknown,no
1-3054-1181X,3054,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,5/14/2015,91,1,Life Insurance,-1,0,unknown,no
1-3060-1182X,3060,56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,7/8/2015,212,1,Life Insurance,-1,0,unknown,no
1-3064-1183X,3064,34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,5/11/2015,206,1,Life Insurance,-1,0,unknown,no
1-3065-1184X,3065,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,8/26/2015,257,1,Life Insurance,474,3,failure,yes
1-3067-1185X,3067,34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,4/20/2015,470,1,Life Insurance,150,5,other,no
1-3071-1186X,3071,39,technician,single,unknown,no,75,no,no,unknown,6,jun,6/6/2015,26,1,Life Insurance,-1,0,unknown,no
1-3075-1187X,3075,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,7/9/2015,1156,1,Life Insurance,-1,0,unknown,no
1-3080-1188X,3080,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,5/26/2015,228,1,Life Insurance,-1,0,unknown,no
1-3085-1189X,3085,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,5/13/2015,118,1,Life Insurance,-1,0,unknown,no
1-3089-1190X,3089,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,7/15/2015,252,1,Life Insurance,184,3,success,yes
1-3091-1191X,3091,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,11/17/2015,235,1,Life Insurance,-1,0,unknown,no
1-3092-1192X,3092,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,5/7/2015,1521,1,Life Insurance,-1,0,unknown,no
1-3094-1193X,3094,53,entrepreneur,married,tertiary,no,71,no,yes,cellular,29,jan,1/29/2015,86,1,Life Insurance,-1,0,unknown,no
1-3095-1194X,3095,56,retired,married,secondary,no,3948,no,no,cellular,3,apr,4/3/2015,484,1,Life Insurance,135,3,failure,no
1-3096-1195X,3096,52,services,single,secondary,no,1810,no,no,telephone,19,nov,11/19/2015,117,1,Life Insurance,-1,0,unknown,no
1-3097-1196X,3097,38,technician,married,secondary,no,994,no,no,unknown,9,jun,6/9/2015,119,1,Life Insurance,-1,0,unknown,no
1-3098-1197X,3098,37,services,married,primary,no,52,yes,no,unknown,7,may,5/7/2015,359,1,Life Insurance,-1,0,unknown,no
1-3103-1199X,3103,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,7/3/2015,42,1,Life Insurance,-1,0,unknown,no
1-3104-1200X,3104,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,5/5/2015,21,1,Life Insurance,-1,0,unknown,no
1-3105-1201X,3105,33,admin.,single,secondary,no,2557,yes,no,cellular,18,may,5/18/2015,186,1,Life Insurance,-1,0,unknown,no
1-3106-1202X,3106,30,services,divorced,secondary,no,0,yes,no,cellular,13,may,5/13/2015,172,1,Life Insurance,-1,0,unknown,no
1-3107-1203X,3107,27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,7/22/2015,527,1,Life Insurance,-1,0,unknown,no
1-3108-1204X,3108,37,services,married,secondary,no,658,yes,no,telephone,23,jul,7/23/2015,175,1,Life Insurance,-1,0,unknown,no
1-3114-1205X,3114,36,admin.,divorced,secondary,no,-37,yes,no,unknown,27,may,5/27/2015,151,1,Life Insurance,-1,0,unknown,no
1-3115-1206X,3115,28,services,single,secondary,no,94,yes,no,cellular,16,apr,4/16/2015,300,1,Life Insurance,-1,0,unknown,no
1-3116-1207X,3116,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,11/18/2015,48,1,Life Insurance,181,3,failure,no
1-3117-1208X,3117,39,self-employed,married,secondary,no,235,no,no,unknown,9,jun,6/9/2015,217,1,Life Insurance,-1,0,unknown,no
1-3119-1209X,3119,32,services,married,secondary,no,1464,yes,no,unknown,3,jun,6/3/2015,193,1,Life Insurance,-1,0,unknown,no
1-3120-1210X,3120,28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,1/29/2015,72,1,Life Insurance,261,1,failure,no
1-3121-1211X,3121,47,technician,married,primary,no,187,yes,no,unknown,9,may,5/9/2015,165,1,Life Insurance,-1,0,unknown,no
1-3131-1212X,3131,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,6/19/2015,97,1,Life Insurance,-1,0,unknown,no
1-3133-1213X,3133,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,2/2/2015,125,1,Life Insurance,249,2,failure,no
1-3134-1214X,3134,37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,5/21/2015,233,1,Life Insurance,-1,0,unknown,no
1-3136-1215X,3136,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,2/26/2015,245,1,Life Insurance,-1,0,unknown,yes
